"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
1938,"http://bbs.cehome.com/thread-1144448-1-1.html","挖掘机专区","我爱我挖","微挖久保田和小松哪个好","久保田20和小松20哪个好","射手久别的人","2017-11-22 20:04:33","","久保田 小松 哪个 久保田 小松 哪个"
1939,"http://bbs.cehome.com/thread-1144447-1-1.html","挖掘机专区","杂谈图库","【我的铁甲日记第186天】吃点面","与同学小聚。味道不错","宏宏火火","2017-11-22 20:04:32","","铁甲 日记 吃点 同学 小聚 味道 不错"
1940,"http://bbs.cehome.com/thread-1144438-1-1.html","挖掘机专区","我爱我挖","加班，打炮","","990369869","2017-11-22 19:56:04","","加班 打炮"
1941,"http://bbs.cehome.com/thread-1144435-1-1.html","挖掘机专区","我爱我挖","签到","额","lixiaoyv2218","2017-11-22 19:51:57","","签到"
1942,"http://bbs.cehome.com/thread-1144434-1-1.html","挖掘机专区","我爱我挖","求解这漏的是什么，黄油没有这么稀啊","","挖掘机中的战斗机","2017-11-22 19:51:52","","求解 是什么 黄油 没有 这么"
1943,"http://bbs.cehome.com/thread-1144430-1-1.html","挖掘机专区","我爱我挖","无聊的日子","","哥挖be是寂寞","2017-11-22 19:46:35","","无聊 日子"
1944,"http://bbs.cehome.com/thread-1144426-1-1.html","挖掘机专区","我爱我挖","拆迁","","手机用户desu358","2017-11-22 19:43:02","","拆迁"
1945,"http://bbs.cehome.com/thread-1144425-1-1.html","挖掘机专区","我爱我挖","有么有甲友在此","","北上广不相信眼泪","2017-11-22 19:42:23","","在此"
1946,"http://bbs.cehome.com/thread-1144423-1-1.html","挖掘机专区","我爱我挖","修路","","手机用户desu358","2017-11-22 19:41:10","","修路"
1947,"http://bbs.cehome.com/thread-1144418-1-1.html","铁甲娱乐","轻松一刻","分享日记第186天","帅呆了","yanjunheng","2017-11-22 19:37:21","","分享 日记 帅呆了"
1948,"http://bbs.cehome.com/thread-1144417-1-1.html","挖掘机专区","我爱我挖","为了钱  拼老命","","血狼小舒","2017-11-22 19:35:52","","为了 老命"
1949,"http://bbs.cehome.com/thread-1144413-1-1.html","挖掘机专区","我爱我挖","大臂断了","","秦小挖","2017-11-22 19:30:20","","断了"
1950,"http://bbs.cehome.com/thread-1144408-1-1.html","挖掘机专区","我爱我挖","挖机和铲车怎么合作快。","这个场地整天降50公分，现在我挖了一个槽。再来一个铲车，往那边填一个大坑。铲车是跟着我挖斗铲我挖松的土还是在我边上铲。怎么速度快","18797632205","2017-11-22 19:25:59","","挖机 铲车 怎么 合作 这个 场地 整天 公分 现在 一个 再来一个 铲车 那边 一个 大坑 铲车 跟着 还是 边上 怎么 速度快"
1951,"http://bbs.cehome.com/thread-1144407-1-1.html","挖掘机专区","我爱我挖","【一起来  就现在】","不知道干活的有没有甲友在，在的打个喇叭！    辽宁彰武","橙子&","2017-11-22 19:25:50","","一起 现在 不知道 干活 有没有 打个 喇叭 辽宁 彰武"
1952,"http://bbs.cehome.com/thread-1144398-1-1.html","挖掘机专区","我爱我挖","明天又是早起","加油，撸起袖子干","xd东哥","2017-11-22 19:16:27","","明天 又是 早起 加油 袖子"
1953,"http://bbs.cehome.com/thread-1144396-1-1.html","挖掘机专区","我爱我挖","住友S160F2驾驶室门，","可怜的门被撞了，这下好了，谁有货新的也要旧的也好。","手机用户bciknou","2017-11-22 19:14:09","","住友 驾驶室 可怜 撞了 这下 好了 谁有 也要 也好"
1954,"http://bbs.cehome.com/thread-1144394-1-1.html","我与工程机械","故障咨询","大神请指教","jcm924（山重）操作杆是正手的，怎么调反手（就是上下旋转的那种）。","2017半桶水","2017-11-22 19:13:03","","大神 指教 操作 正手 怎么 反手 就是 上下 旋转 那种"
1955,"http://bbs.cehome.com/thread-1144393-1-1.html","挖掘机专区","我爱我挖","路见不平拔斗相助","","半城繁华","2017-11-22 19:12:41","","路见不平 相助"
1956,"http://bbs.cehome.com/thread-1144389-1-1.html","挖掘机专区","我爱我挖","唉","","小凯子，","2017-11-22 19:06:31","",""
1957,"http://bbs.cehome.com/thread-1144388-1-1.html","我与工程机械","故障咨询","急求","沃尔沃210高压共轨，有时候点油门，不如说挂七挡上，一会掉六挡上一会又回去，没有规律，怎么回事？","沃沃沃尔沃","2017-11-22 19:06:12","","沃尔沃 高压 有时候 油门 不如说 挡上 一会 挡上 一会 回去 没有 规律 怎么回事"
1958,"http://bbs.cehome.com/thread-1144386-1-1.html","挖掘机专区","我爱我挖","九个月2100小时日立60","今天铁甲编辑帮我编辑了1200小时发的帖子，在此谢谢编辑，想着再发个2100小时的使用报告，明天有空就写个，今天预热帖","969077","2017-11-22 19:04:34","","个月 小时 日立 今天 铁甲 编辑 帮我 编辑 小时 帖子 在此 谢谢 编辑 想着 再发 小时 使用报告 明天 有空 写个 今天 预热"
1959,"http://bbs.cehome.com/thread-1144378-1-1.html","挖掘机专区","选购询价","求指教","请问各位 凯斯240b这机器怎么样 毛病多吗","13908104039","2017-11-22 18:49:25","[21-30吨]","指教 请问 各位 机器 怎么样 毛病"
1960,"http://bbs.cehome.com/thread-1144376-1-1.html","挖掘机专区","我爱我挖","大泵侵油","今天发现大泵侵油不知道是哪漏，上面管子也有油。会是那条缝漏么？","挖","2017-11-22 18:47:49","","今天 发现 不知道 上面 管子 也有 会是 那条"
1961,"http://bbs.cehome.com/thread-1144373-1-1.html","挖掘机专区","我爱我挖","【一起来就现在】一台挖机伺候一台小车，闲的爽啊。","因为没有手机支架，是用手拿着手机拍的，所以晃的有点厉害。","挖挖机来了","2017-11-22 18:44:34","[操作技巧]","一起 来就 现在 一台 挖机 伺候 一台 小车 因为 没有 手机 支架 用手 拿着 手机 所以 有点 厉害"
1962,"http://bbs.cehome.com/thread-1144372-1-1.html","挖掘机专区","我爱我挖","偶遇甲友","谁的机、没人出来认、我明天去拖回家种地使","东锅","2017-11-22 18:44:27","","偶遇 没人 出来 明天 拖回 家种"
1963,"http://bbs.cehome.com/thread-1144370-1-1.html","挖掘机专区","我爱我挖","挖掘机新手。","请问一下有要挖机新手得吗，找平还不行修边坡没有学过挖沟不标准最重要的是没有上过平板车？自己会开车。就这些了，哎！可以免费做一个月后面得给工资了。能吃住包了最好。谢谢老板挖机师傅们？","15244907224","2017-11-22 18:41:12","","挖掘机 新手 请问 一下 挖机 新手 找平 还不 没有 学过 挖沟 标准 最重 没有 上过 平板车 自己 开车 这些 可以 免费 做一个 月后 工资 能吃 包了 最好 谢谢 老板 挖机 师傅"
1964,"http://bbs.cehome.com/thread-1144366-1-1.html","挖掘机专区","我爱我挖","谁要车标  送不出去了","看图","油客369","2017-11-22 18:36:21","","谁要 车标 不出去 看图"
1965,"http://bbs.cehome.com/thread-1144361-1-1.html","互通有无","招聘求职","招聘工程机械维修工","地点长春市朝阳区长沈路大工学徒工均可供吃住，本修理厂欢迎你的到来！13694050096","胡迪","2017-11-22 18:33:45","[吉林]","招聘 工程机械 维修工 地点 长春市 朝阳区 大工 学徒工 均可 吃住 修理厂 欢迎 到来"
1966,"http://bbs.cehome.com/thread-1144359-1-1.html","挖掘机专区","我爱我挖","无标题","问施工员喝什么水，结果说最贵的，平时别人买水给他都留着，有时候我口渴他也会叫我去拿来喝，这个施工员人还不错","﹏初秋的凄凉","2017-11-22 18:32:49","","无标题 施工员 什么 结果 最贵 平时 别人 给他 留着 有时候 口渴 会叫 去拿 这个 施工员 还不"
1967,"http://bbs.cehome.com/thread-1144357-1-1.html","挖掘机专区","我爱我挖","三一75-10","不久前提的75新机做过一次保养了，来做保养的售后人员没能把保养指示灯消掉，他说要在手机上安装的易维讯里面消，让我自己消。过去这么久了，我也没消掉。哪位大神教教我怎么消。","手机用户amprsx0","2017-11-22 18:30:07","","三一 不久前 新机 做过 一次 保养 做保 售后 人员 没能 保养 指示灯 消掉 要在 手机 安装 里面 自己 过去 这么久 没消 哪位 大神 教教 怎么"
1968,"http://bbs.cehome.com/thread-1144356-1-1.html","挖掘机专区","我爱我挖","【一起来就现在】挖挖挖，挖出未来！","挖挖挖，挖出未来！装装装，装个满满！配合好，向前向前！ 经过多次，上传终于成功！","神钢小蔡","2017-11-22 18:29:51","[操作技巧]","一起 来就 现在 挖出 未来 挖出 未来 装装 满满 配合 向前 向前 经过 多次 上传 终于 成功"
1969,"http://bbs.cehome.com/thread-1144355-1-1.html","挖掘机专区","我爱我挖","铁甲积分","怎么在铁甲微信公众号上获得积分","CAT铁甲小张","2017-11-22 18:29:05","","铁甲 积分 怎么 铁甲 公众 获得 积分"
1970,"http://bbs.cehome.com/thread-1144352-1-1.html","挖掘机专区","我爱我挖","再来一个技术活","别说农村活不要技术，你看多认真！","飝爺敢爲天下","2017-11-22 18:25:33","","再来一个 技术活 别说 农村 不要 技术 认真"
1971,"http://bbs.cehome.com/thread-1144350-1-1.html","挖掘机专区","选购询价","临工2007年953装载机","大哥们，今天看到一个临工953零7年的是在砖厂，没有拍照片是那种老款的，问了下车主说是10万，我的逾期是6万到7万之间，你们感觉多少合适","18835917998","2017-11-22 18:24:15","[5吨以下]","装载机 大哥 今天 看到 一个 砖厂 没有 拍照片 那种 问了 下车 说是 逾期 之间 你们 感觉 多少 合适"
1972,"http://bbs.cehome.com/thread-1144348-1-1.html","挖掘机专区","我爱我挖","临工小挖质量怎么样，请朋友们指点一下吧！","经销商一直推荐临工产品，想卖一台临工665","13653393399","2017-11-22 18:22:57","","小挖 质量 怎么样 朋友们 指点 一下 经销商 一直 推荐 产品 一台"
1973,"http://bbs.cehome.com/thread-1144346-1-1.html","挖掘机专区","选购询价","求围观指导","本人屌丝一个，现在做什么都不好做了,想买台二手的挖掘机养家糊口，卡特320～小松200不知道该选哪个好，主要干包月，求大家指导谢谢大家了","15502085067","2017-11-22 18:20:41","[机型对比]","围观 指导 本人 一个 现在 做什么 都不好 做了 想买 二手 挖掘机 养家糊口 卡特 小松 不知道 哪个 主要 包月 大家 指导 谢谢 大家"
1974,"http://bbs.cehome.com/thread-1144345-1-1.html","互通有无","招聘求职","长春招聘挖掘机维修师傅徒工都可。","13694050096","胡迪","2017-11-22 18:20:03","[吉林]","长春 招聘 挖掘机 维修 师傅 徒工 都可"
1975,"http://bbs.cehome.com/thread-1144344-1-1.html","挖掘机专区","我爱我挖","大家讨论一下我这挖","不好干了，挖机都该张草了","17731499913","2017-11-22 18:19:57","[使用报告]","大家 讨论一下 不好 干了 挖机"
1976,"http://bbs.cehome.com/thread-1144340-1-1.html","我与工程机械","道路设备","换个柳工离合器分泵","在汽车配件商店买的，24O元","13352252845","2017-11-22 18:16:16","[其他设备]","换个 离合器 汽车配件 商店"
1977,"http://bbs.cehome.com/thread-1144335-1-1.html","挖掘机专区","我爱我挖","不错哦","","笑出强大y","2017-11-22 18:08:43","","不错"
1978,"http://bbs.cehome.com/thread-1144332-1-1.html","我与工程机械","装载机","每日一帖","","微信追梦人","2017-11-22 18:03:50","","每日 一帖"
1979,"http://bbs.cehome.com/thread-1144329-1-1.html","挖掘机专区","我爱我挖","大元宝","金光闪闪","J21672026","2017-11-22 18:00:20","","大元 金光闪闪"
1980,"http://bbs.cehome.com/thread-1144327-1-1.html","挖掘机专区","我爱我挖","时间","","牟平小挖掘机","2017-11-22 17:59:00","","时间"
1981,"http://bbs.cehome.com/thread-1144324-1-1.html","挖掘机专区","我爱我挖","【一起来就现在】分享一下我的工作环境","分享一下我的工作环境","Tank99A","2017-11-22 17:56:51","[操作技巧]","一起 来就 现在 分享 一下 工作环境 分享 一下 工作环境"
1982,"http://bbs.cehome.com/thread-1144323-1-1.html","我与工程机械","故障咨询","小松200一7柴油箱的容积是多少，可以加多少升柴","小松200一7柴油箱的容积是多少，可以加多少升柴 不是进口车，有哪位大神知道。","18695787591","2017-11-22 17:55:46","[油耗异常]","小松 柴油 容积 是多少 可以 加多少 小松 柴油 容积 是多少 可以 加多少 不是 进口车 哪位 大神 知道"
1983,"http://bbs.cehome.com/thread-1144322-1-1.html","挖掘机专区","我爱我挖","天气冷了","你们的秋裤呢。","罗三","2017-11-22 17:55:46","","天气 你们 秋裤"
1984,"http://bbs.cehome.com/thread-1144318-1-1.html","挖掘机专区","我爱我挖","下班咯","","15014446696","2017-11-22 17:50:36","","下班"
1985,"http://bbs.cehome.com/thread-1144312-1-1.html","我与工程机械","装载机","天天垫这个，愁死人了","","你永远不懂","2017-11-22 17:41:26","","天天 这个 死人"
1986,"http://bbs.cehome.com/thread-1144309-1-1.html","挖掘机专区","我爱我挖","看过来","甲友们看那箱子里是啥,真想一斗过去提了就跑","铁甲挖友小罗","2017-11-22 17:38:37","","看过来 那箱 真想 过去 提了 就跑"
1987,"http://bbs.cehome.com/thread-1144306-1-1.html","挖掘机专区","我爱我挖","临工85挖机转盘里面大齿轮怎样加黄油？","油箱旁边那两个黄油嘴是不是只能打到外侧轴承那里？转盘里面怎样加黄油呢？谢谢了！","手机用户aegls23","2017-11-22 17:34:32","","挖机 转盘 里面 大齿 怎样 黄油 油箱 旁边 两个 黄油 是不是 只能 打到 外侧 轴承 那里 转盘 里面 怎样 黄油 谢谢"
1988,"http://bbs.cehome.com/thread-1144305-1-1.html","挖掘机专区","我爱我挖","怎么办","吓到了","杨鹏","2017-11-22 17:32:57","","怎么办 吓到"
1989,"http://bbs.cehome.com/thread-1144299-1-1.html","挖掘机专区","我爱我挖","【一起来就现在】我在玩泥巴！","没有好土，全是湿的","柒纷壞","2017-11-22 17:24:22","[操作技巧]","一起 来就 现在 泥巴 没有 全是"
1990,"http://bbs.cehome.com/thread-1144298-1-1.html","挖掘机专区","我爱我挖","高级危险挖机行业","这个才是技术吗没有那个实力，也想去玩这样会死人的，现实的世界，就是这样，祝在一线的兄弟们，生命第一  安全第一。","红颜知己","2017-11-22 17:23:33","","高级 危险 挖机 行业 这个 才是 技术 没有 那个 实力 想去 这样 死人 现实 世界 就是 这样 一线 兄弟们 生命 第一 安全 第一"
